doi	journal	type	n_authors	published	review_available	country	edomain	citations	oa_retracted	time_between	retracted	time_to_retraction
10.1371/journal.pone.0257944	PLOS ONE	Research Article	-0.953496158963877	-0.0276801904117754	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	54	FALSE	0.9753191273385	FALSE	1421
10.1371/journal.pone.0257973	PLOS ONE	Research Article	-0.345312706375261	-0.0130950542716774	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	yahoo	16	FALSE	-0.116360049343313	FALSE	1432
10.1371/journal.pone.0258092	PLOS ONE	Research Article	0.167409661548329	-0.0315970262560428	FALSE	c("Ethiopia", "Ethiopia")	gmail	15	FALSE	0.704814552585484	FALSE	1418
10.1371/journal.pone.0258117	PLOS ONE	Research Article	-0.345312706375261	-0.0144356918484739	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	31	FALSE	-1.29498712505288	FALSE	1431
10.1371/journal.pone.0258122	PLOS ONE	Research Article	0.619127135732312	-0.0144356918484739	FALSE	c("Ethiopia", "Ethiopia", "Germany", "United States of America")	c("yahoo", "gmail")	13	FALSE	-0.483473400793834	FALSE	1431
10.1371/journal.pone.0258211	PLOS ONE	Research Article	-0.0797603992886365	-0.0197686148058958	TRUE	c("Ethiopia", "Sweden")	c("edu", "gmail")	91	FALSE	-0.0390730279853089	FALSE	1427
10.1371/journal.pone.0258224	PLOS ONE	Research Article	-0.345312706375261	-0.0508017488293882	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	14	FALSE	-0.435169012445082	FALSE	1403
10.1371/journal.pone.0258248	PLOS ONE	Research Article	-0.345312706375261	-0.0315970262560428	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia", "Sweden", "Ethiopia")	gmail	8	FALSE	1.45836301082603	FALSE	1418
10.1371/journal.pone.0258295	PLOS ONE	Research Article	-0.0797603992886365	-0.0237374723923255	TRUE	c("Ethiopia", "Ethiopia")	gmail	11	FALSE	-0.164664437692066	FALSE	1424
10.1371/journal.pone.0258310	PLOS ONE	Research Article	1.21889983826974	-0.147837733053882	TRUE	c("United States of America", "United States of America", "United States of America", "Ethiopia", "Ethiopia", "Ethiopia")	edu	2	FALSE	-0.126020927013064	FALSE	1319
10.1371/journal.pone.0258461	PLOS ONE	Research Article	-0.345312706375261	-0.0367796514617472	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	gmail	7	FALSE	0.782101573943488	FALSE	1414
10.1371/journal.pone.0258468	PLOS ONE	Research Article	1.02751094861004	-0.0289886655439611	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia", "United States of America", "United States of America", "United States of America", "United States of America")	gmail	11	FALSE	1.24582370209152	FALSE	1420
