"Year","Doctype","Publisher","Venue","Title","DOI","Citations","Altmetric","Decision","PubPeer Users"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","Age Related Changes in NAD+ Metabolism Oxidative Stress and Sirt1 Activity in Wistar Rats","10.1371/journal.pone.0019194","564","80","2022-01-31 expression of concern","Elisabeth M Bik, Edentulina Martensi, Mycosphaerella Arachidis, Encoelia Furfuracea, Mastigona Mutabile, Pittosporum Tenuifolium, Nocardioides Hwasunensis"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Alcohol-Related Risk of Suicidal Ideation, Suicide Attempt, and Completed Suicide: A Meta-Analysis","10.1371/journal.pone.0126870","426","401","2022-12-19 expression of concern","–"
"2007","article","Public Library of Science (PLoS)","PLOS Biology","Targeted Inhibition of miRNA Maturation with Morpholinos Reveals a Role for miR-375 in Pancreatic Islet Development","10.1371/journal.pbio.0050203","423","31","2022-04-29 expression of concern","Elisabeth M Bik, Unregistered Submission"
"2009","article","Public Library of Science (PLoS)","PLOS ONE","High-Fat Diet Induces Apoptosis of Hypothalamic Neurons","10.1371/journal.pone.0005045","362","9","2023-10-10 expression of concern","Elisabeth M Bik, Cortinarius Sanguineus, Illex Illecebrosus, Homorthodes Carneola"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Over-Expression of LSD1 Promotes Proliferation, Migration and Invasion in Non-Small Cell Lung Cancer","10.1371/journal.pone.0035065","262","12","2024-02-02 expression of concern","–"
"2009","article","Public Library of Science (PLoS)","PLOS Biology","Neuropilin-1/GIPC1 Signaling Regulates α5β1 Integrin Traffic and Function in Endothelial Cells","10.1371/journal.pbio.1000025","260","6","2022-10-05 expression of concern","Unregistered Submission, Peer 2, Oxyrrhynchium Vagans"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","Vitamin D sufficiency, a serum 25-hydroxyvitamin D at least 30 ng/mL reduced risk for adverse clinical outcomes in patients with COVID-19 infection","10.1371/journal.pone.0239799","243","1421","2020-10-14 expression of concern","Nicholas J. L. Brown, Actinopolyspora Biskrensis, Tagiades Flesus, Charadra Pata, Alexander Magazinov, Aquipuribacter Hungaricus"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Progression of Parkinson's disease is associated with gut dysbiosis: Two-year follow-up study","10.1371/journal.pone.0187307","241","27","2023-01-11 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Dietary Compound Isoliquiritigenin Inhibits Breast Cancer Neoangiogenesis via VEGF/VEGFR-2 Signaling Pathway","10.1371/journal.pone.0068566","239","22","2026-02-26 expression of concern","Hoya Camphorifolia, Actinopolyspora Biskrensis"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Genetic Dissection of Drought and Heat Tolerance in Chickpea through Genome-Wide and Candidate Gene-Based Association Mapping Approaches","10.1371/journal.pone.0096758","224","48","2026-05-26 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Curcumin Enhances the Effect of Chemotherapy against Colorectal Cancer Cells by Inhibition of NF-κB and Src Protein Kinase Signaling Pathways","10.1371/journal.pone.0057218","220","37","2024-11-22 expression of concern","Elisabeth M Bik, Peer 1"
"2009","article","Public Library of Science (PLoS)","PLOS ONE","The Excitotoxin Quinolinic Acid Induces Tau Phosphorylation in Human Neurons","10.1371/journal.pone.0006344","218","4","2024-11-14 expression of concern","Elisabeth M Bik, Harmothoe Glabra"
"2017","article","Public Library of Science (PLoS)","PLOS Biology","RETRACTED > Brain–Computer Interface–Based Communication in the Completely Locked-In State","10.1371/journal.pbio.1002593","214","2183","2019-10-16 expression of concern","Martin Spüler, Xenorhina Fuscigula, Astroloma Tectum, Potentilla Humifusa, Akanthomyces Koratensis"
"2010","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Coxiella burnetii in Humans and Ticks in Rural Senegal","10.1371/journal.pntd.0000654","211","5","2022-12-13 expression of concern","Elisabeth M Bik, Thomas Kesteman"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Nanoparticle curcumin ameliorates experimental colitis via modulation of gut microbiota and induction of regulatory T cells","10.1371/journal.pone.0185999","205","48","2023-01-11 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","The IkappaB Kinase Family Phosphorylates the Parkinson’s Disease Kinase LRRK2 at Ser935 and Ser910 during Toll-Like Receptor Signaling","10.1371/journal.pone.0039132","203","10","2025-08-26 expression of concern","Inke Näthke, Panulirus Gracilis, Amycle Vernalis"
"2009","article","Public Library of Science (PLoS)","PLOS ONE","The Oncogenic EWS-FLI1 Protein Binds In Vivo GGAA Microsatellite Sequences with Potential Transcriptional Activation Function","10.1371/journal.pone.0004932","199","7","2022-06-23 expression of concern","Thunbergia Affinis"
"2010","article","Public Library of Science (PLoS)","PLOS Biology","Global Regulator SATB1 Recruits β-Catenin and Regulates TH2 Differentiation in Wnt-Dependent Manner","10.1371/journal.pbio.1000296","194","5","2022-11-23 expression of concern","Actinopolyspora Biskrensis, Zieria Citriodora, Sanjeev Galande, Leptolyngbya Halophila"
"2010","article","Public Library of Science (PLoS)","PLOS ONE","Pepper Mild Mottle Virus, a Plant Virus Associated with Specific Immune Responses, Fever, Abdominal Pains, and Pruritus in Humans","10.1371/journal.pone.0010041","193","56","2022-12-13 expression of concern","Elisabeth M Bik, Condylocarpon Amazonicum, Discus Catskillensis, SAMUEL MONDY, Kobresia Uncinioides, Agrochola Meridionalis, Selliguea Plantaginea"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Topical Insulin Accelerates Wound Healing in Diabetes by Enhancing the AKT and ERK Pathways: A Double-Blind Placebo-Controlled Clinical Trial","10.1371/journal.pone.0036974","187","17","2024-02-06 expression of concern","Elisabeth M Bik"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","Bioavailability of Iron, Zinc, Phytate and Phytase Activity during Soaking and Germination of White Sorghum Varieties","10.1371/journal.pone.0025512","174","23","2026-06-17 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","ZEB2 Mediates Multiple Pathways Regulating Cell Proliferation, Migration, Invasion, and Apoptosis in Glioma","10.1371/journal.pone.0038842","169","3","2020-04-01 expression of concern","Hoya Camphorifolia, Bacillus Mannanilyticus, Elmantis Trincomaliae"
"2009","article","Public Library of Science (PLoS)","PLOS ONE","Analysis of Allogenicity of Mesenchymal Stem Cells in Engraftment and Wound Healing in Mice","10.1371/journal.pone.0007119","168","6","2024-02-29 expression of concern","Actinopolyspora Biskrensis"
"2023","article","Public Library of Science (PLoS)","PLOS ONE","Detection of microplastics in human saphenous vein tissue using μFTIR: A pilot study","10.1371/journal.pone.0280594","164","728","2025-03-24 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Cigarette Smoke Toxins Deposited on Surfaces: Implications for Human Health","10.1371/journal.pone.0086391","164","407","2023-08-03 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Effects of High and Low Fat Dairy Food on Cardio-Metabolic Risk Factors: A Meta-Analysis of Randomized Studies","10.1371/journal.pone.0076480","161","78","2023-11-13 expression of concern","Elisabeth M Bik"
"2010","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Tick-Borne Rickettsioses, Neglected Emerging Diseases in Rural Senegal","10.1371/journal.pntd.0000821","154","0","2022-12-13 expression of concern","Elisabeth M Bik"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Hydrazinocurcumin Encapsuled Nanoparticles “Re-Educate” Tumor-Associated Macrophages and Exhibit Anti-Tumor Effects on Breast Cancer Following STAT3 Suppression","10.1371/journal.pone.0065896","152","12","2019-07-29 expression of concern","Elisabeth M Bik, Farfantepenaeus Paulensis"
"2008","article","Public Library of Science (PLoS)","PLOS ONE","The PHA Test Reflects Acquired T-Cell Mediated Immunocompetence in Birds","10.1371/journal.pone.0003295","144","6","	- expression of concern","Peer 1"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","High-Lard and High-Fish-Oil Diets Differ in Their Effects on Function and Dynamic Behaviour of Rat Hepatic Mitochondria","10.1371/journal.pone.0092753","139","0","2022-03-16 expression of concern","Actinopolyspora Biskrensis, Clerodendrum Cephalanthum"
"2017","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Molecular and MALDI-TOF identification of ticks and tick-associated bacteria in Mali","10.1371/journal.pntd.0005762","135","2","2022-12-13 expression of concern","Elisabeth M Bik"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Genomewide Association Studies for 50 Agronomic Traits in Peanut Using the ‘Reference Set’ Comprising 300 Genotypes from 48 Countries of the Semi-Arid Tropics of the World","10.1371/journal.pone.0105228","134","5","2026-06-01 expression of concern","Desmococcus Antarctica"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Protein Solubility, Digestibility and Fractionation after Germination of Sorghum Varieties","10.1371/journal.pone.0031154","132","0","2026-06-15 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Shikonin Kills Glioma Cells through Necroptosis Mediated by RIP-1","10.1371/journal.pone.0066326","131","4","2026-02-23 expression of concern","René Aquarius"
"2022","article","Public Library of Science (PLoS)","PLOS ONE","Prevalence of type-2 diabetes and prediabetes in Malaysia: A systematic review and meta-analysis","10.1371/journal.pone.0263139","128","85","2025-06-23 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Glutamine Treatment Attenuates Endoplasmic Reticulum Stress and Apoptosis in TNBS-Induced Colitis","10.1371/journal.pone.0050407","125","2","2024-01-19 expression of concern","Aneurus Inconstans"
"2010","article","Public Library of Science (PLoS)","PLOS ONE","Resveratrol Enhances Antitumor Activity of TRAIL in Prostate Cancer Xenografts through Activation of FOXO Transcription Factor","10.1371/journal.pone.0015627","125","1","2019-09-24 expression of concern","Peer 1, Tabebuia Rosea, Actinopolyspora Biskrensis, Phomopsis Juniperivora"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Fructose-Bisphosphate Aldolase A Is a Potential Metastasis-Associated Marker of Lung Squamous Cell Carcinoma and Promotes Lung Cell Tumorigenesis and Migration","10.1371/journal.pone.0085804","123","8","2023-04-24 expression of concern","Hoya Camphorifolia, Actinopolyspora Biskrensis, Agromyza Nigripes"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Tumor Associated Macrophage × Cancer Cell Hybrids May Acquire Cancer Stem Cell Properties in Breast Cancer","10.1371/journal.pone.0041942","122","11","2026-02-10 expression of concern","Euphorbia Ceroderma"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Different Patterns of Akt and ERK Feedback Activation in Response to Rapamycin, Active-Site mTOR Inhibitors and Metformin in Pancreatic Cancer Cells","10.1371/journal.pone.0057289","122","1","2023-09-28 expression of concern","Elisabeth M Bik, Peer 1"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Signaling Networks Associated with AKT Activation in Non-Small Cell Lung Cancer (NSCLC): New Insights on the Role of Phosphatydil-Inositol-3 kinase","10.1371/journal.pone.0030427","119","1","2026-05-14 expression of concern","Streptomyces Coelicoflavus"
"2013","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Point-of-Care Laboratory of Pathogen Diagnosis in Rural Senegal","10.1371/journal.pntd.0001999","115","25","2022-12-13 expression of concern","Elisabeth M Bik"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Repertoire of Intensive Care Unit Pneumonia Microbiota","10.1371/journal.pone.0032486","112","2","2022-12-13 expression of concern","Elisabeth M Bik"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Ginsenoside Metabolite Compound K Promotes Recovery of Dextran Sulfate Sodium-Induced Colitis and Inhibits Inflammatory Responses by Suppressing NF-κB Activation","10.1371/journal.pone.0087810","110","3","2025-12-11 expression of concern","Elisabeth M Bik, Gang Song"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Overexpression of miR-142-5p and miR-155 in Gastric Mucosa-Associated Lymphoid Tissue (MALT) Lymphoma Resistant to Helicobacter pylori Eradication","10.1371/journal.pone.0047396","109","4","2023-01-11 expression of concern","–"
"2022","article","Public Library of Science (PLoS)","PLOS ONE","Soft computing models to predict the compressive strength of GGBS/FA- geopolymer concrete","10.1371/journal.pone.0265846","108","0","2026-05-28 expression of concern","Hoya Camphorifolia"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Engineering Pseudomonas protegens Pf-5 for Nitrogen Fixation and its Application to Improve Plant Growth under Nitrogen-Deficient Conditions","10.1371/journal.pone.0063666","107","15","2026-06-17 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","A Versatile Medium for Cultivating Methanogenic Archaea","10.1371/journal.pone.0061563","107","7","2022-12-13 expression of concern","Elisabeth M Bik, Pterocarpus Officinalis"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","RNA-Seq analysis revealed genes associated with drought stress response in kabuli chickpea (Cicer arietinum L.)","10.1371/journal.pone.0199774","105","9","2026-06-01 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Sox9 Potentiates BMP2-Induced Chondrogenic Differentiation and Inhibits BMP2-Induced Osteogenic Differentiation","10.1371/journal.pone.0089025","104","7","2021-04-01 expression of concern","Elisabeth M Bik"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Fisetin Inhibits Human Melanoma Cell Invasion through Promotion of Mesenchymal to Epithelial Transition and by Targeting MAPK and NFκB Signaling Pathways","10.1371/journal.pone.0086338","103","25","2024-10-28 expression of concern","Hoya Camphorifolia"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Urinary Exosomal microRNA-451-5p Is a Potential Early Biomarker of Diabetic Nephropathy in Rats","10.1371/journal.pone.0154055","103","1","2024-12-23 expression of concern","Actinopolyspora Biskrensis, Carolyn M. Ecelbarger"
"2023","article","Public Library of Science (PLoS)","PLOS Digital Health","Imbalanced class distribution and performance evaluation metrics: A systematic review of prediction accuracy for determining model performance in healthcare systems","10.1371/journal.pdig.0000290","103","0","2025-08-08 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Cytomegalovirus and Herpes Simplex Virus Effect on the Prognosis of Mechanically Ventilated Patients Suspected to Have Ventilator-Associated Pneumonia","10.1371/journal.pone.0051340","102","15","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Trend and Risk Factors of Diverticulosis in Japan: Age, Gender, and Lifestyle/Metabolic-Related Factors May Cooperatively Affect on the Colorectal Diverticula Formation","10.1371/journal.pone.0123688","102","6","2023-01-11 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Tumor Suppressor MicroRNA-27a in Colorectal Carcinogenesis and Progression by Targeting SGPP1 and Smad2","10.1371/journal.pone.0105991","100","0","2023-01-26 expression of concern","Indigofera Tanganyikensis, Hoya Camphorifolia, Actinopolyspora Biskrensis, Wancai Yang"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Genetic Mapping of QTLs Controlling Fatty Acids Provided Insights into the Genetic Control of Fatty Acid Synthesis Pathway in Peanut (Arachis hypogaea L.)","10.1371/journal.pone.0119454","99","0","2026-06-01 expression of concern","–"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","The prognostic value of HER2 in ovarian cancer: A meta-analysis of observational studies","10.1371/journal.pone.0191972","98","1","2022-12-30 expression of concern","Gerris Caucasicus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","MiR-125b Reduces Porcine Reproductive and Respiratory Syndrome Virus Replication by Negatively Regulating the NF-κB Pathway","10.1371/journal.pone.0055838","97","7","2026-07-22 expression of concern","Elisabeth M Bik, Dang Wang"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Natural Borneol, a Monoterpenoid Compound, Potentiates Selenocystine-Induced Apoptosis in Human Hepatocellular Carcinoma Cells by Enhancement of Cellular Uptake and Activation of ROS-Mediated DNA Damage","10.1371/journal.pone.0063502","97","5","2025-12-01 expression of concern","Elisabeth M Bik, Actinopolyspora Biskrensis, Asclepias Prostrata"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Neuroprotective Effect of Hydrogen-Rich Saline against Neurologic Damage and Apoptosis in Early Brain Injury following Subarachnoid Hemorrhage: Possible Role of the Akt/GSK3β Signaling Pathway","10.1371/journal.pone.0096212","97","5","2026-03-09 expression of concern","Hoya Camphorifolia, René Aquarius, Yuan Hong"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Oral Administration of Faecalibacterium prausnitzii Decreased the Incidence of Severe Diarrhea and Related Mortality Rate and Increased Weight Gain in Preweaned Dairy Heifers","10.1371/journal.pone.0145485","97","4","2023-01-17 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","miRNA 17 Family Regulates Cisplatin-Resistant and Metastasis by Targeting TGFbetaR2 in NSCLC","10.1371/journal.pone.0094639","96","0","2019-09-19 expression of concern","Elisabeth M Bik, Acroporium Pungens"
"2022","article","Public Library of Science (PLoS)","PLOS Genetics","WAPO-A1 is the causal gene of the 7AL QTL for spikelet number per spike in wheat","10.1371/journal.pgen.1009747","93","24","2023-12-20 expression of concern","Gerris Pingreensis"
"2011","article","Public Library of Science (PLoS)","PLOS Pathogens","Misregulation of AUXIN RESPONSE FACTOR 8 Underlies the Developmental Abnormalities Caused by Three Distinct Viral Silencing Suppressors in Arabidopsis","10.1371/journal.ppat.1002035","93","4","2015-10-09 expression of concern","Peer 1, Peer 2, Unregistered Submission, Peer 6"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","16S rRNA gene sequencing and healthy reference ranges for 28 clinically relevant microbial taxa from the human gut microbiome","10.1371/journal.pone.0176555","92","522","2022-10-20 expression of concern","Elisabeth M Bik, Limnodrilus Claparedeanus, Thamnaconus Modestoides, Sorbus Commixta, Pseudamnicola Beckmanni"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Molecular Detection of Eukaryotes in a Single Human Stool Sample from Senegal","10.1371/journal.pone.0040888","92","13","2022-12-13 expression of concern","Elisabeth M Bik, Peronospora Silvatica"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Identification of the Sites of Tau Hyperphosphorylation and Activation of Tau Kinases in Synucleinopathies and Alzheimer’s Diseases","10.1371/journal.pone.0075025","91","16","2023-12-05 expression of concern","Hoya Camphorifolia, Actinopolyspora Biskrensis, Deborah C. Mash"
"2006","article","Public Library of Science (PLoS)","PLOS Biology","Shellfish Dredging Pushes a Flexible Avian Top Predator out of a Marine Protected Area","10.1371/journal.pbio.0040376","91","12","2026-04-22 expression of concern","Iridophycus Sinicola"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","HIF-1α Activation by Intermittent Hypoxia Requires NADPH Oxidase Stimulation by Xanthine Oxidase","10.1371/journal.pone.0119762","91","9","2024-02-14 expression of concern","Actinopolyspora Biskrensis, Paxillus Obscurosporus"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","A Global Meta-Analysis on the Impact of Management Practices on Net Global Warming Potential and Greenhouse Gas Intensity from Cropland Soils","10.1371/journal.pone.0148527","89","5","2022-05-02 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Enhancement of Auranofin-Induced Apoptosis in MCF-7 Human Breast Cells by Selenocystine, a Synergistic Inhibitor of Thioredoxin Reductase","10.1371/journal.pone.0053945","89","0","2025-12-01 expression of concern","Actinopolyspora Biskrensis, Illex Illecebrosus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Plant and Fungal Diversity in Gut Microbiota as Revealed by Molecular and Culture Investigations","10.1371/journal.pone.0059474","88","13","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia, Peronospora Silvatica"
"2016","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Multiple Pathogens Including Potential New Species in Tick Vectors in Côte d’Ivoire","10.1371/journal.pntd.0004367","88","5","2022-12-13 expression of concern","Elisabeth M Bik"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","LRRK2 kinase plays a critical role in manganese-induced inflammation and apoptosis in microglia","10.1371/journal.pone.0210248","87","11","2023-12-13 expression of concern","Indigofera Tanganyikensis, Actinopolyspora Biskrensis, Michael Aschner"
"2011","article","Public Library of Science (PLoS)","PLOS Biology","Lipoprotein Receptor LRP1 Regulates Leptin Signaling and Energy Homeostasis in the Adult Central Nervous System","10.1371/journal.pbio.1000575","87","1","2025-12-01 expression of concern","Unregistered Submission, Actinopolyspora Biskrensis"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Eukaryote Culturomics of the Gut Reveals New Species","10.1371/journal.pone.0106994","86","12","2022-12-13 expression of concern","Elisabeth M Bik, Peronospora Silvatica"
"2009","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","WR279,396, a Third Generation Aminoglycoside Ointment for the Treatment of Leishmania major Cutaneous Leishmaniasis: A Phase 2, Randomized, Double Blind, Placebo Controlled Study","10.1371/journal.pntd.0000432","86","6","2026-03-05 expression of concern","Gerris Caucasicus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Stimulation of the Sigma-1 Receptor by DHEA Enhances Synaptic Efficacy and Neurogenesis in the Hippocampal Dentate Gyrus of Olfactory Bulbectomized Mice","10.1371/journal.pone.0060863","86","2","2023-08-15 expression of concern","Actinopolyspora Biskrensis, Kohji Fukunaga"
"2014","article","Public Library of Science (PLoS)","PLOS Genetics","RETRACTED > 24-Hour Rhythms of DNA Methylation and Their Relation with Rhythms of RNA Expression in the Human Dorsolateral Prefrontal Cortex","10.1371/journal.pgen.1004792","84","24","2021-03-19 expression of concern","Acanthosaura Armata, Phylica Empetroides"
"2013","article","Public Library of Science (PLoS)","PLOS Pathogens","The EBV Latent Antigen 3C Inhibits Apoptosis through Targeted Regulation of Interferon Regulatory Factors 4 and 8","10.1371/journal.ppat.1003314","82","1","2025-12-16 expression of concern","Illex Illecebrosus, Pedicularis Batangensis, Albinaria Turrita, Argiope Ranomafanensis, Chrysosplenium Microspermum"
"2009","article","Public Library of Science (PLoS)","PLOS ONE","Early Events Associated with Infection of Epstein-Barr Virus Infection of Primary B-Cells","10.1371/journal.pone.0007214","81","8","2021-08-19 expression of concern","Elisabeth M Bik, Parapsectra Nana"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Lichen Secondary Metabolites in Flavocetraria cucullata Exhibit Anti-Cancer Effects on Human Cancer Cells through the Induction of Apoptosis and Suppression of Tumorigenic Potentials","10.1371/journal.pone.0111575","81","3","2023-02-24 expression of concern","Elisabeth M Bik, Actinopolyspora Biskrensis, Hangun Kim"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Cholecystectomy can increase the risk of colorectal cancer: A meta-analysis of 10 cohort studies","10.1371/journal.pone.0181852","81","2","2024-03-08 expression of concern","–"
"2008","article","Public Library of Science (PLoS)","PLOS Biology","The Communication Factor EDF and the Toxin–Antitoxin Module mazEF Determine the Mode of Action of Antibiotics","10.1371/journal.pbio.0060319","80","21","2021-05-10 expression of concern","Leonid Schneider, Elisabeth M Bik, Unregistered Submission, Peer 2, Peer 3, Peer 6, Peer 7, Actinopolyspora Biskrensis, Freycinetia Impavida, Cladonia Fruticulosa, Ilana Kolodkin-Gal, Hedyosmum Grisebachii"
"2020","article","Public Library of Science (PLoS)","PLOS Genetics","Epistatic interactions between PHOTOPERIOD1, CONSTANS1 and CONSTANS2 modulate the photoperiodic response in wheat","10.1371/journal.pgen.1008812","77","11","2023-12-20 expression of concern","Gerris Pingreensis"
"2010","article","Public Library of Science (PLoS)","PLOS ONE","Tumor Associated Macrophages Protect Colon Cancer Cells from TRAIL-Induced Apoptosis through IL-1β- Dependent Stabilization of Snail in Tumor Cells","10.1371/journal.pone.0011700","77","4","2022-01-27 expression of concern","Sylvain Bernès, Unregistered Submission, Clepsis Moeschleriana, Deprea Orinocensis, Pittosporum Tenuifolium"
"2011","article","Public Library of Science (PLoS)","PLOS Biology","RETRACTED > A Chaperonin Subunit with Unique Structures Is Essential for Folding of a Specific Substrate","10.1371/journal.pbio.1001040","76","25","2020-10-20 expression of concern","Elisabeth M Bik, Yamadazyma Phyllophila"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Adaptive Pacing, Cognitive Behaviour Therapy, Graded Exercise, and Specialist Medical Care for Chronic Fatigue Syndrome: A Cost-Effectiveness Analysis","10.1371/journal.pone.0040808","75","205","2017-05-02 expression of concern","Unregistered Submission, Peer 3"
"2009","article","Public Library of Science (PLoS)","PLOS ONE","The Post-Synaptic Density of Human Postmortem Brain Tissues: An Experimental Study Paradigm for Neuropsychiatric Illnesses","10.1371/journal.pone.0005251","74","13","2022-09-09 expression of concern","Elisabeth M Bik, Panicum Schwackeanum"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","Synaptic Dysbindin-1 Reductions in Schizophrenia Occur in an Isoform-Specific Manner Indicating Their Subsynaptic Location","10.1371/journal.pone.0016886","74","0","2024-03-20 expression of concern","Elisabeth M Bik, Ficus Subtrinervia, Matthew Schrag, Konrad Talbot, Illex Illecebrosus"
"2014","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Enhanced Protective Efficacy of Nonpathogenic Recombinant Leishmania tarentolae Expressing Cysteine Proteinases Combined with a Sand Fly Salivary Antigen","10.1371/journal.pntd.0002751","74","0","2021-02-17 expression of concern","Elisabeth M Bik, Sima Rafati"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Influence of the PNPLA3 rs738409 Polymorphism on Non-Alcoholic Fatty Liver Disease and Renal Function among Normal Weight Subjects","10.1371/journal.pone.0132640","73","38","2023-01-11 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Hyaluronan Hybrid Cooperative Complexes as a Novel Frontier for Cellular Bioprocesses Re-Activation","10.1371/journal.pone.0163510","73","4","2024-04-10 expression of concern","Actinopolyspora Biskrensis, Lottia Cassis"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Simvastatin Reduces Endotoxin-Induced Acute Lung Injury by Decreasing Neutrophil Recruitment and Radical Formation","10.1371/journal.pone.0038917","73","3","2020-10-15 expression of concern","Feresa Attenuata, Meriania Tomentosa"
"2011","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Orientia tsutsugamushi Stimulates an Original Gene Expression Program in Monocytes: Relationship with Gene Expression in Patients with Scrub Typhus","10.1371/journal.pntd.0001028","72","3","2022-12-13 expression of concern","Elisabeth M Bik"
"2007","article","Public Library of Science (PLoS)","PLOS ONE","Role of Ubiquitination in IGF-1 Receptor Signaling and Degradation","10.1371/journal.pone.0000340","72","3","2025-02-06 expression of concern","Fritillaria Pinardii, Aristolochia Nummularifolia"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Genetic Diversity and Demographic History of Cajanus spp. Illustrated from Genome-Wide SNPs","10.1371/journal.pone.0088568","71","1","2026-06-01 expression of concern","–"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","How to detect a polytrauma patient at risk of complications: A validation and database analysis of four published scales","10.1371/journal.pone.0228082","71","1","2026-04-29 expression of concern","–"
"2011","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Tropheryma whipplei: A Common Bacterium in Rural Senegal","10.1371/journal.pntd.0001403","70","11","2022-12-13 expression of concern","Elisabeth M Bik, Encoelia Furfuracea, Gerris Pingreensis, Peronospora Silvatica"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Multiple Low-Dose Radiation Prevents Type 2 Diabetes-Induced Renal Damage through Attenuation of Dyslipidemia and Insulin Resistance and Subsequent Renal Inflammation and Oxidative Stress","10.1371/journal.pone.0092574","69","3","2025-06-30 expression of concern","Elisabeth M Bik, Minglong Shao"
